text,label
환자가 약간의 흉통을 보이며 통증은 경미한 상태,3
환자가 약간의 현기증을 느끼며 불안감을 호소하는 상태,3
환자가 경미한 발열과 함께 기침을 보이며 피로감을 느끼는 상태,3
경미한 불안이나 초조함을 느끼지만 비교적 안정되어 있는 상태,4
열이 나지만 건강해 보이며 감염의 가벼운 징후만 있는 상태,4
경증의 불안과 초조함을 느끼지만 비교적 안정된 상태,4
갑작스러운 불면증으로 인해 잠을 이루지 못하는 상태,4
"열이 나지만 건강해 보이며, 경미한 감염 증상이 있는 상태",4
경미한 불안과 초조함을 느끼지만 비교적 안정된 상태,4
경미한 불안이나 초조함을 느끼지만 안정된 상태,4
건강해 보이지만 열이 나고 가벼운 감염의 징후가 있는 상태,4
경미한 불안과 초조함을 느끼지만 안정된 상태,4
환자가 우울한 상태이지만 자살 생각은 없는 안정된 상태,4
대처하기 어려운 상황에 놓여 있는 환자,4
해를 끼치지 않는 행동을 보이는 안정된 상태의 환자,4
학대의 병력이나 징후를 보이는 환자,4
"열(건강해보임) 상태로, 1 SIRS 기준을 만족하는 환자입니다.",4
"만성적인 상태로, 평상시와 변화가 없는 환자입니다.",4
"급성 중심성 경증 통증(<4)을 경험하는 환자이며, 통증이 경미합니다.",4
"만성 중심성 중등도 통증(4-7)을 겪고 있는 환자로, 지속적인 불편함이 있습니다.",4
"급성 중심성 경증 통증(<4)을 겪고 있는 환자로, 통증이 경미합니다.",4
"의식소실의 병력이 없는 환자로, 상태가 비교적 안정적입니다.",4
"열이 나고 건강해 보이는 상태로, 1 SIRS 기준을 만족하는 환자입니다.",4
환자가 가벼운 피부발진과 가려움을 호소하지만 전신적인 증상은 없는 상태,4
환자가 약간의 현기증을 느끼지만 안정된 상태를 유지하고 있는 상태,4
환자가 경미한 근육통을 호소하며 기본적인 활동에는 큰 지장이 없는 상태,4
환자가 손가락 부위에 작은 상처가 있지만 출혈이 거의 없는 상태,4
"환자가 피곤함을 호소하지만, 심각한 건강 이상은 보이지 않는 상태",4
환자가 손톱 아래에 작은 출혈이 있어 약간의 불편함을 느끼는 상태,4
환자가 가벼운 두드러기 증상으로 가려움을 호소하는 상태,4
환자가 근육 경련으로 인해 약간의 불편함을 겪는 상태,4
환자가 가벼운 감기 증상으로 재채기와 콧물을 호소하는 상태,4
환자가 가벼운 배탈로 약간의 복통을 느끼는 상태,4
환자가 손가락에 가시가 박혀 약간의 통증을 호소하는 상태,4
환자가 눈이 충혈되고 가려운 상태로 알레르기 증상이 의심되는 상태,4
환자가 귀에 약간의 이물감을 느끼며 불편함을 호소하는 상태,4
환자가 손톱 부위를 다쳐 약간의 붉은 자국이 생긴 상태,4
환자가 가벼운 인후통으로 말을 하는 데 약간의 불편함을 느끼는 상태,4
환자가 약간의 불안과 초조함을 느끼고 있지만 상태는 안정적인 상태,4
환자가 몸살 증세를 겪고 있으나 상태는 크게 위급하지 않은 상태,4
환자가 약간의 피로감을 느끼고 있지만 일상적인 활동이 가능한 상태,4
환자가 경미한 두통을 겪고 있으나 크게 불편하지 않은 상태,4
"환자가 약간의 소화불량을 겪고 있으며, 증상이 경미한 상태",4
환자가 가벼운 발열을 보이지만 의식은 명확한 상태,4
환자가 경미한 가슴 통증을 호소하지만 상태는 안정적인 상태,4
환자가 약간의 현기증을 느끼고 있으나 큰 문제는 없는 상태,4
환자가 약간의 불안감을 느끼고 있지만 심각한 증상은 없는 상태,4
환자가 약간의 근육통을 겪고 있으나 활동에 큰 지장이 없는 상태,4
환자가 가벼운 복통을 느끼고 있지만 일상생활이 가능한 상태,4
환자가 경미한 피로감을 느끼고 있으며 안정을 취하고 있는 상태,4
환자가 미세한 발열을 겪고 있으나 상태는 안정적인 상태,4
환자가 소화불량과 약간의 속쓰림을 호소하지만 크게 불편하지 않은 상태,4
환자가 경미한 기침과 약간의 가래를 동반한 상태,4
환자가 가벼운 발열과 함께 몸살 증세를 보이는 상태,4
환자가 약간의 불안감을 느끼고 있지만 자주 쉬면 괜찮은 상태,4
환자가 미세한 발열과 두통을 겪고 있지만 일상생활에 큰 지장은 없는 상태,4
환자가 경미한 근육통과 약간의 피로감을 겪고 있는 상태,4
환자가 약간의 목 통증을 호소하고 있으나 큰 문제는 없는 상태,4
환자가 불안감을 느끼고 있으나 상태는 안정적이며 큰 문제가 없는 상태,4
환자가 소화불량과 약간의 배앓이를 겪고 있으나 큰 문제가 없는 상태,4
환자가 가벼운 기침을 보이며 증상이 경미한 상태,4
환자가 약간의 현기증을 느끼고 있지만 의식은 정상인 상태,4
환자가 경미한 구토를 하며 불편함을 느끼고 있지만 큰 문제는 없는 상태,4
환자가 약간의 소화불량과 피로감을 겪고 있으나 상태는 안정적인 상태,4
환자가 가벼운 흉통과 함께 약간의 불안감을 호소하는 상태,4
환자가 약간의 발열과 두통을 겪고 있으며 피로감을 느끼는 상태,4
환자가 경미한 두통과 약간의 피로감을 겪고 있는 상태,4
환자가 약간의 불안과 초조함을 느끼며 안정된 상태,4
환자가 가벼운 발열과 함께 약간의 기침을 보이는 상태,4
환자가 경미한 구토를 겪고 있으며 불편한 상태,4
환자가 약간의 배앓이를 겪고 있으며 증상이 경미한 상태,4
환자가 경미한 기침과 발열을 보이며 불편함을 겪고 있는 상태,4
환자가 소화불량을 겪고 있으며 약간의 배앓이를 느끼는 상태,4
환자가 약간의 불안감을 느끼고 있지만 안정적인 상태,4
환자가 경미한 복통과 약간의 소화불량을 겪고 있는 상태,4
환자가 발열과 함께 피로감을 호소하는 상태,4
환자가 경미한 현기증을 느끼고 있으나 큰 문제는 없는 상태,4
환자가 약간의 흉통을 겪고 있지만 심각하지 않은 상태,4
환자가 경미한 복부 팽만감을 느끼고 있지만 불편함은 크지 않은 상태,4
환자가 약간의 불편함과 피로감을 느끼고 있는 상태,4
환자가 가벼운 발열과 몸살 증세를 보이고 있지만 상태는 안정적인 상태,4
환자가 미세한 복통을 느끼고 있으며 큰 문제는 없는 상태,4
환자가 약간의 배앓이를 겪고 있으나 큰 문제는 없는 상태,4
환자가 소화불량과 경미한 복통을 겪고 있으나 큰 문제가 없는 상태,4
환자가 가벼운 흉통을 겪고 있으나 상태는 안정적인 상태,4
환자가 약간의 기침을 하며 불편함을 느끼고 있지만 상태는 안정적인 상태,4
환자가 경미한 두통과 피로감을 느끼고 있으나 일상생활은 가능한 상태,4
환자가 약간의 발열과 피로감을 겪고 있으나 상태는 안정적인 상태,4
환자가 약간의 소화불량을 겪고 있지만 의식은 명확한 상태,4
환자가 가벼운 두통을 겪고 있으며 불편함을 느끼고 있는 상태,4
환자가 약간의 목 통증을 호소하며 불편해하는 상태,4
환자가 경미한 구토를 하며 피로감을 느끼고 있는 상태,4
환자가 소화불량을 겪고 있으며 증상은 경미한 상태,4
환자가 약간의 복통과 함께 소화불량을 겪고 있는 상태,4
환자가 경미한 발열과 두통을 겪고 있는 상태,4
환자가 가벼운 피로감을 느끼고 있으며 큰 문제는 없는 상태,4
환자가 약간의 복통과 불편함을 느끼고 있는 상태,4
환자가 약간의 두통을 겪고 있으며 의식은 정상인 상태,4
환자가 경미한 소화불량을 겪고 있지만 상태는 안정적인 상태,4
환자가 가벼운 발열과 함께 몸살 증세를 보이고 있으나 큰 문제는 없는 상태,4
환자가 약간의 피로감을 겪고 있으나 상태는 안정적이고 큰 문제는 없는 상태,4
환자가 경미한 기침과 약간의 불편함을 겪고 있는 상태,4
환자가 약간의 흉통을 겪고 있으나 상태는 안정적인 상태,4
환자가 경미한 불안과 초조함을 느끼고 있으며 상태는 안정적인 상태,4
환자가 약간의 배앓이를 겪고 있지만 크게 불편하지 않은 상태,4
환자가 미세한 발열과 기침을 보이며 불편함을 겪고 있는 상태,4
환자가 소화불량과 경미한 복통을 겪고 있으나 불편함은 큰 문제가 없는 상태,4
환자가 약간의 불안감과 피로를 느끼고 있으나 상태는 안정적인 상태,4
환자가 경미한 피로감을 겪고 있으나 증상은 경미한 상태,4
환자가 약간의 두통과 기침을 보이며 불편함을 느끼는 상태,4
환자가 가벼운 기침을 하며 불편함을 느끼고 있으나 상태는 안정적인 상태,4
환자가 경미한 발열과 기침을 보이며 불편함을 겪고 있는 상태,4
환자가 가벼운 목 통증을 겪고 있으며 불편함을 느끼는 상태,4
환자가 약간의 불안감을 느끼고 있으나 큰 문제는 없는 상태,4
환자가 경미한 복통을 겪고 있으나 불편함은 경미한 상태,4
환자가 약간의 피로감을 겪고 있지만 일상적인 활동에 큰 지장이 없는 상태,4
환자가 가벼운 발열과 약간의 기침을 보이며 불편한 상태,4
환자가 약간의 현기증을 느끼고 있으며 증상은 경미한 상태,4
환자가 소화불량을 겪고 있으며 약간의 불편함을 느끼고 있는 상태,4
환자가 경미한 두통을 겪고 있지만 상태는 안정적인 상태,4
환자가 약간의 복통과 가벼운 발열을 보이며 불편함을 겪고 있는 상태,4
환자가 경미한 소화불량과 배앓이를 겪고 있으나 상태는 안정적인 상태,4
환자가 약간의 불안감을 느끼고 있으며 상태는 안정적이다,4
경미한 말초성 통증(<4)을 느끼는 환자,5
만성 말초성 통증(<8)을 호소하는 환자,5
상지의 만성 경미한 통증을 호소하는 환자,5
급성 말초성 경증 통증(<4)을 느끼는 환자,5
하지의 만성 경미한 통증을 호소하는 환자,5
상지의 외상으로 만성 경증 통증을 호소하는 환자,5
하지의 외상으로 만성 경증 통증을 호소하는 환자,5
급성 말초성 경증 통증이 있어 환자가 약간의 불편함을 느끼는 상태,5
만성 말초성 통증이 있지만 심각하지 않으며 환자가 이를 견디고 있는 상태,5
동상이나 냉손상으로 인해 피부가 손상된 환자,5
경미한 물림으로 인해 불편함을 겪고 있는 환자,5
쏘임으로 인해 불편함을 겪고 있는 환자,5
경미한 찰과상으로 인해 환자가 약간의 불편함을 겪고 있는 상태,5
봉합이 필요 없는 상태로 환자가 경미한 상처를 가진 경우,5
화상이 있으며 경미한 통증을 느끼는 환자,5
급성 말초성 경증 통증(<4)로 인해 환자가 약간의 불편함을 느끼는 상태,5
피부에 이물질이 있어 환자가 불편함을 느끼는 상태,5
상처를 확인해야 하는 상태로 환자의 상태를 평가 중인 경우,5
"스테이플이나 봉합사를 제거해야 하는 상태로, 환자의 상태를 평가하는 중인 경우",5
"국소성 발진이 나타난 환자로, 추가적인 평가가 필요한 상태",5
환자가 손가락 끝에 작은 물집이 생겨 약간의 불편함을 느끼는 상태,5
환자가 벌레 물림으로 인한 경미한 가려움증을 호소하는 상태,5
환자가 손톱이 깨져 통증을 느끼지만 일상생활에 큰 지장이 없는 상태,5
환자가 가벼운 화상으로 인해 피부에 약간의 붉은 반점을 보이는 상태,5
환자가 감기 초기 증상으로 가벼운 코막힘과 인후통을 호소하는 상태,5
환자가 발뒤꿈치에 작은 물집이 생겨 걷는 데 약간의 불편함을 느끼는 상태,5
환자가 손목에 모기에 물려 가려움을 호소하는 상태,5
환자가 가벼운 긁힘으로 인해 국소 부위에 약간의 붓기가 생긴 상태,5
환자가 발에 작은 가시에 찔려 통증을 느끼는 상태,5
환자가 눈부심을 느끼며 약간의 불편함을 호소하는 상태,5
환자가 코막힘으로 인해 수면 중 불편함을 겪는 상태,5
환자가 손바닥에 찰과상을 입어 약간의 따가움을 느끼는 상태,5
환자가 벌레 물림으로 인해 피부에 붉은 자국이 생긴 상태,5
환자가 손끝에 작은 베임이 있어 약간의 따가움을 호소하는 상태,5
환자가 가벼운 체한 증상으로 트림을 반복하며 불편함을 느끼는 상태,5
환자가 경미한 발열과 함께 가벼운 두통을 겪고 있는 상태,5
환자가 소화불량과 약간의 피로감을 겪고 있으나 심각하지 않은 상태,5
환자가 가벼운 기침과 약간의 목 통증을 겪고 있는 상태,5
환자가 약간의 피로감을 느끼고 있으며 불편함을 호소하는 상태,5
환자가 가벼운 발열을 보이고 있으나 큰 문제는 없는 상태,5
환자가 약간의 기침을 겪고 있으며 불편한 상태,5
환자가 약간의 두통과 함께 피로감을 느끼고 있는 상태,5
환자가 약간의 배앓이를 겪고 있으나 크게 불편하지 않은 상태,5
환자가 경미한 복통을 겪고 있지만 증상은 경미한 상태,5
환자가 약간의 기침과 약간의 가래를 동반한 상태,5
환자가 경미한 소화불량을 겪고 있으나 증상이 경미한 상태,5
환자가 약간의 불편함과 피로감을 느끼고 있는 상태,5
환자가 약간의 기침을 보이며 불편한 상태,5
환자가 소화불량을 겪고 있으며 피로감을 느끼는 상태,5
환자가 약간의 두통과 함께 소화불량을 겪고 있는 상태,5
환자가 가벼운 발열과 약간의 피로감을 느끼는 상태,5
환자가 약간의 복통을 겪고 있지만 큰 문제는 없는 상태,5
환자가 소화불량을 겪고 있으며 불편함을 느끼는 상태,5
환자가 약간의 두통과 함께 약간의 피로감을 느끼는 상태,5
환자가 경미한 불편함을 겪고 있으나 상태는 안정적인 상태,5
환자가 가벼운 두통을 겪고 있으며 상태는 안정적인 상태,5
환자가 경미한 피로감을 느끼고 있지만 큰 문제는 없는 상태,5
환자가 약간의 발열을 보이고 있으나 상태는 안정적인 상태,5
환자가 경미한 기침을 하고 있으며 증상은 경미한 상태,5
환자가 약간의 소화불량을 겪고 있으나 상태는 안정적인 상태,5
환자가 약간의 피로감을 느끼고 있으며 불편함을 겪고 있는 상태,5
환자가 경미한 두통을 겪고 있지만 상태는 안정적인 상태,5
환자가 소화불량을 겪고 있으며 약간의 복통을 느끼는 상태,5
환자가 경미한 기침을 보이며 불편함을 느끼는 상태,5
환자가 약간의 두통과 함께 소화불량을 겪고 있는 상태,5
환자가 가벼운 발열과 함께 불편한 상태,5
환자가 약간의 배앓이를 겪고 있지만 크게 불편하지 않은 상태,5
환자가 약간의 기침과 피로감을 겪고 있는 상태,5
환자가 소화불량을 겪고 있으며 증상은 경미한 상태,5
환자가 약간의 피로감을 느끼고 있으며 불편한 상태,5
환자가 경미한 기침을 하며 불편한 상태,5
환자가 약간의 두통과 함께 피로감을 느끼는 상태,5
환자가 약간의 불편함을 겪고 있으나 상태는 안정적인 상태,5
환자가 약간의 기침을 하며 불편함을 겪고 있는 상태,5
환자가 약간의 복통과 함께 피로감을 느끼고 있는 상태,5
환자가 경미한 발열과 소화불량을 겪고 있는 상태,5
환자가 약간의 기침과 가벼운 목 통증을 겪고 있는 상태,5
환자가 약간의 배앓이를 겪고 있으며 불편함을 느끼는 상태,5
환자가 소화불량을 겪고 있으며 약간의 복통을 느끼는 상태,5
환자가 약간의 발열과 함께 기침을 하고 있는 상태,5
환자가 약간의 피로감을 느끼고 있으나 상태는 안정적인 상태,5
환자가 경미한 두통을 겪고 있지만 크게 불편하지 않은 상태,5
환자가 약간의 기침과 불편함을 느끼고 있는 상태,5
환자가 소화불량을 겪고 있으며 피로감을 느끼고 있는 상태,5
환자가 약간의 발열을 보이고 있지만 증상은 경미한 상태,5
환자가 경미한 복통과 기침을 겪고 있는 상태,5
환자가 약간의 피로감을 느끼고 있으며 큰 문제는 없는 상태,5
환자가 약간의 발열과 기침을 겪고 있는 상태,5
환자가 경미한 기침과 복통을 겪고 있는 상태,5
환자가 약간의 소화불량을 겪고 있으며 불편함을 느끼고 있는 상태,5
환자가 약간의 피로감을 느끼고 있으나 상태는 안정적인 상태,5
환자가 경미한 두통을 겪고 있으며 불편함을 느끼는 상태,5
환자가 약간의 기침과 함께 배앓이를 겪고 있는 상태,5
환자가 약간의 복통을 겪고 있으며 큰 문제는 없는 상태,5
환자가 경미한 발열과 기침을 보이며 불편함을 겪고 있는 상태,5
환자가 약간의 두통과 소화불량을 겪고 있는 상태,5
환자가 약간의 발열을 보이며 피로감을 느끼는 상태,5
환자가 약간의 기침을 하고 있으며 불편함을 느끼는 상태,5
환자가 소화불량을 겪고 있으며 약간의 복통을 느끼는 상태,5
환자가 약간의 피로감을 느끼고 있으며 불편한 상태,5
환자가 경미한 기침과 배앓이를 겪고 있는 상태,5
환자가 약간의 발열과 기침을 겪고 있으나 상태는 안정적인 상태,5
환자가 약간의 불편함을 느끼고 있으며 상태는 안정적인 상태,5
환자가 약간의 기침을 하며 불편함을 겪고 있는 상태,5
환자가 약간의 복통과 함께 소화불량을 겪고 있는 상태,5
환자가 약간의 발열과 두통을 겪고 있는 상태,5
환자가 경미한 발열과 약간의 기침을 보이는 상태,5
환자가 약간의 기침을 보이며 불편함을 겪고 있는 상태,5
환자가 약간의 복통을 겪고 있으며 큰 문제는 없는 상태,5
환자가 소화불량을 겪고 있으며 약간의 피로감을 느끼는 상태,5
환자가 약간의 두통과 소화불량을 겪고 있는 상태,5
환자가 경미한 기침과 발열을 보이며 불편함을 느끼는 상태,5
환자가 약간의 발열과 약간의 기침을 겪고 있는 상태,5
환자가 경미한 두통을 겪고 있지만 상태는 안정적인 상태,5
환자가 약간의 복통을 겪고 있으나 큰 문제는 없는 상태,5
환자가 약간의 기침을 하며 피로감을 느끼고 있는 상태,5
환자가 약간의 발열과 함께 피로감을 느끼는 상태,5
환자가 약간의 기침을 겪고 있으며 큰 문제는 없는 상태,5
환자가 약간의 복통과 소화불량을 겪고 있는 상태,5
환자가 약간의 기침과 두통을 겪고 있는 상태,5
